Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2013,China,Amur,1.2955373437474371,1.0477531265392792,0.9986474045917881,0.03887138135942823,0.06292042480247921,0.6249605406865083,-0.8965796053728805,1.3475109669332215,-0.580893529472854,1.2422972585250804,0.2229438654184359,1.1302003584615976,0.413217167,1.103147902198028,-1.3456621061443235,0.2625482559579213,-0.8460092860392032,-0.237017811,-0.257656319,1.28994661,-1.004758766,1.973910018,0.788839005,0.8313349941285813,-1.488209054,2.421380062,-1.452647584,-1.370486187,-0.7454657920556026,0.472002673,1.0010940017242986,0.220662881,0.166429113253906,1.0184465785768704,-0.26014742150017955,-1.041972379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,China,Amur,1.2976857334107887,1.0375548161093904,0.9986474045917881,0.08872427255977122,0.06658206869639856,0.6374671362964967,-0.8971314773218549,1.3503189892337912,-0.6920255283445373,1.2498327752739575,0.22734445574675713,1.1307903294045945,0.413592435,1.101116690196202,-1.3970475565318723,0.19630252773846282,-0.8451326346609411,-0.098046916,-0.360265412,1.258997162,-0.958044823,1.904852356,1.343247713,0.8481239916358627,-1.334231319,0.882765073,-1.33943165,-1.291173648,-0.7753014405674673,0.500139609,1.017192206181428,0.432638388,-0.1335038202648012,0.91964408093167,-0.2542013957957744,-1.021326159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,China,Amur,1.2986114557736153,1.0311010004837182,0.9805496709812824,0.11505792892843271,0.05220129159010444,0.6366216651881139,-0.8889719723780897,1.351815868657978,-0.7728572772417825,1.2550838564535252,0.23140149140773184,1.1313314240291383,0.382363879,1.098926513674696,-1.453469637862354,0.11893924365366441,-0.8485238766097334,0.021155522,-0.425077235,1.165789733,-0.834762548,1.613581354,1.43961653,0.8661054071640176,-1.294947957,-0.462478454,-1.285302053,-1.220825872,-0.8016635325620303,0.460366698,1.03322043746018,0.412389596,-0.07246092304914337,0.9329088340545724,-0.25024637879889555,-1.082961284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,China,Amur,1.2976857334107887,1.0167625904286064,0.9612267379469774,0.10878460114263779,0.0953802858546974,0.628886607970911,-0.8440457955780353,1.3522776955903744,-0.6792513030518439,1.255725445478861,0.23539776485409056,1.131861767934171,0.437350182,1.0966075548724532,-1.491142475714764,0.07186218558994407,-0.8884981639018753,0.056264315,-0.472516854,1.219793256,-0.814925899,1.546163441,1.34560752,0.8862995450327258,-1.42756667,-0.091172633,-1.410717628,-1.345153314,-0.8244494697591062,0.527157555,1.04920105747664,0.550326213,0.0015527747108266786,0.9745394244002665,-0.26810061450126316,-0.940878637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,China,Amur,1.2982550660768581,1.0050069013895244,0.9612267379469774,0.06970540136626316,0.1171081888297787,0.6493960640048393,-0.8567915032954646,1.3543498969217767,-0.746473539546939,1.2590399271417452,0.23961595158195995,1.1324187648432942,0.621811552,1.094210868660873,-1.501697127755136,0.04664818884997988,-0.8896356778182706,0.081391334,-0.512405552,1.275499717,-0.842645027,1.592638923,1.438773733,0.8935601252707385,-1.332797727,-0.62892185,-1.323750708,-1.260230212,-0.8474100414185237,0.884957159,1.0650684824200984,0.662636422,-0.08631348565710617,0.9137832870356742,-0.28610010339724984,-0.862693842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,China,Amur,1.3004999762761296,1.0013813426122151,0.9612267379469774,0.05046879077624023,0.13950250265533165,0.6771140937648871,-0.8731943153382018,1.3570130150875692,-0.6671357500187589,1.2649755925021422,0.24287351878334876,1.1328469550822993,0.554429528,1.0915986836330538,-1.574427446748328,-0.11929911054898894,-0.9071302859202719,0.115704271,-0.56274756,1.339706907,-0.903787225,1.679017326,1.56168126,0.9235461080786769,-1.335788604,-0.395622481,-1.325922581,-1.253723339,-0.87054507490397,0.797366703,1.080888753044792,0.774796837,0.08217376548993023,0.8637089587752493,-0.31845553790009745,-0.800863596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,China,Amur,1.3018731404456028,0.9835995632662765,0.938465992499806,0.05495118421770371,0.15058305411846987,0.702874178438897,-0.8774994697117028,1.3577168809194669,-0.538483384324115,1.2665596825512007,0.24534347360012437,1.133170473720894,0.450620898,1.0887991894319395,-1.6286996702691319,-0.2695775090991681,-0.9115201932986897,0.157573015,-0.618351112,1.401321049,-0.781137916,1.606182081,1.635891688,0.9501975936353667,-1.264585512,0.134582191,-1.253150558,-1.168115457,-0.8860652926039618,0.848837128,1.096515948232229,0.652018676,0.006555920596728967,0.7637859145514564,-0.26810061450126316,-1.035509168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,China,Amur,1.3050359192265004,0.9168854703421133,0.938465992499806,0.057217028942258705,0.16433245264553534,0.7211545210768623,-0.899667260938438,1.358243604792137,-0.612266996151856,1.2702434582089184,0.24700033638754684,1.1333869489882262,0.589988225,1.0858005362091145,-1.683408610466872,-0.4194460799846541,-0.8930253069150906,0.19198737,-0.678957286,1.494781575,-0.608375943,1.595197857,1.788534013,0.9791041354279909,-1.251962153,0.58446688,-1.232990874,-1.142842913,-0.9055741859788884,0.564433078,1.111777949121484,0.911896172,0.05505018373579271,0.8848991876004957,-0.18220838688178037,-1.07676379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,China,Amur,1.3086168485365735,0.9168854703421133,0.9468607246912352,-0.006697124220360992,0.14083253430383735,0.7614815340852664,-0.9441988280679312,1.3615660329764605,-0.851819838663617,1.2750619571498576,0.24762150865295507,1.1334679882722558,0.412346339,1.0825565440129723,-1.7527676261893586,-0.5892595507790865,-0.8930253069150906,0.190205265,-0.690316505,1.531595874,-0.621603397,1.607620606,2.041024923,0.9922510763374078,-1.316740081,1.137537191,-1.288679218,-1.197396683,-0.9212682021407821,0.508261372,1.1264838684656766,1.096015214,0.06940879469062515,0.9022435481862662,-0.2700933986572207,-1.055635161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,China,Amur,1.308998931289302,0.912278706236305,0.9441471975604417,-0.02338620277046171,0.12280027782594573,0.7747430441651965,-0.946956900324679,1.361649708552951,-0.6835501222068617,1.275975394358398,0.24753028263615878,1.1334560985297162,0.294228104,1.0791127137217895,-1.7969007871165383,-0.7235505519616751,-0.8677220322384042,0.230583979,-0.724442823,1.534995234,-0.564571449,1.57067364,1.557883606,1.0026220752245691,-1.340275008,1.146358537,-1.328239946,-1.248989264,-0.9330892468264504,0.594752848,1.140441690989726,1.010391234,-0.03830625109005432,0.928699959705433,-0.18603597934409252,-0.999741314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,China,Amur,1.3080193418319408,0.9305052460691958,0.9443201118691464,-0.01859954534809961,0.0659895784029927,0.7817317020480621,-0.9279177835063703,1.361649708552951,-0.9871825027832365,1.2765639624863958,0.35593606991495724,1.1333618366992793,0.379087444,1.0754841531775383,-1.8303988924812487,-0.8493096410648695,-0.8773249951456149,0.248164723,-0.747342086,1.55957705,-0.495252617,1.432109067,1.842504315,1.0101754727104566,-1.310407588,0.380765217,-1.304817398,-1.250620895,-0.9449535973277133,0.512727259,1.153492402007921,1.013732177,-0.013877318719032174,0.9402608927069648,-0.24629857312307446,-0.864127901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1983,Russian,Amur,0.7103821271850072,-0.1796955442021739,0.18360400069466482,0.18301629883422563,-0.12214194776368593,-0.27612615275681024,0.205108694824957,0.7557999612310876,0.6775127693234274,0.25343567665147265,0.0962925466103756,0.5458654053482712,-0.170019102,0.2581147192326515,-0.8127813711407604,-1.0350760858471897,0.17048824899701656,-0.327405954,0.470006852,-0.538209659,-1.054735964,0.061710795,0.10176196,-0.27952639720524547,-0.075024523,0.058858859,-0.039987568,0.012237941,-0.3610011370523568,0.461588371,0.4096784582595661,-0.115489599,0.46591545368317383,0.3349739191471278,-0.4845779554780979,-0.490944349,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1984,Russian,Amur,0.6912311473521988,-0.18674928609395414,0.24566708151906863,0.17888178004327218,-0.15562460873151868,-0.2620890230320815,0.2005024221892929,0.6308344435358785,0.9264367184077215,0.26793774342559323,0.06391521247655554,0.5492744245954552,-0.099045329,0.25478702562886757,-0.737543231489453,-0.928236836774706,0.15225129195110143,-0.178284011,0.432961401,-0.524652099,-1.011178854,0.39611911,0.027905858,-0.27952639720524547,-1.954559527,1.417361882,-1.919696707,-1.839262377,-0.37364907848287005,0.346766321,0.41664611123816586,0.010861884,0.1251885312955991,1.0902312226135609,-0.2617954261435595,-0.516409193,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1985,Russian,Amur,0.6943512619514478,-0.17277711998480624,0.24770499742992982,0.18451102781857973,-0.22538544767279983,-0.2474930358902149,0.20396570878721576,0.630927850335426,0.9234479141506537,0.26226351049879065,0.0680334871669425,0.5527628024417315,-0.098505413,0.25152674792240515,-0.7304110484003663,-0.9219999499693294,0.13055476088482149,-0.202751082,0.450328745,-0.536269605,-0.979237441,0.449035112,0.006103904,-0.27952639720524547,-1.950057364,1.2967117,-1.920835122,-1.833728545,-0.3895732562741374,0.304123856,0.4235832338477922,0.01165084,0.0914064711628479,1.0776766577554409,-0.21559801243062804,-0.530078418,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1986,Russian,Amur,0.7617540149409482,-0.17567498319602848,0.26929599723682734,0.20874439110422066,-0.15706545715193493,0.07254004527565727,0.2526126039208004,0.8139361356262158,0.813744939286251,0.0721860906218622,0.055843983169978746,0.5559786986390659,0.096922442,0.2479519307580688,-0.7660273986490709,-0.9696118057995442,0.1325880579505496,0.100490972,0.189727421,-0.691119264,0.091616925,0.489372022,0.106915956,-0.27952639720524547,-1.843227693,-0.358164177,-1.835346214,-1.776789409,-0.4088495131984321,0.436759588,0.4305187305161871,-0.151941833,-0.12439497104277679,1.0671025198919903,-0.44162879233368474,-0.636444057,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1987,Russian,Amur,0.8149818893778178,-0.1852231222089846,0.3237964707350606,0.7172597861643446,-0.23022312306557347,-0.20017414915371487,0.5198300648784374,0.8067747258564217,1.5238485576715792,-0.5404155945869151,0.13026361306463632,0.5590976259566502,-0.14875315,0.24425270562538814,-0.7804722317098223,-0.9903749504243189,0.09619188076970135,-0.152128574,0.461644594,-0.588386612,-0.116674435,0.443559449,-0.175973477,-0.27952639720524547,-2.027860533,-0.867055218,-1.999519558,-1.931453723,-0.42830781908216414,0.32390853,0.4374429586294608,-0.014708279,0.08652693611683661,1.08993533887036,-0.17119599132344426,-0.490484912,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1988,Russian,Amur,0.8331304882801601,-0.1354146625836824,0.35059388738812647,0.6725894078288447,-0.28949343044244025,0.4672070691621643,0.440823966498277,0.8586913736567487,1.4840195938738892,-0.5404155945869151,0.07615289665446424,0.5619912587029848,0.082282486,0.2402842747666729,-0.8112541824019347,-1.0306931298341482,0.1075315211494537,0.176385742,-0.02544864,-0.283541928,-0.027594009,-0.134767593,-0.301447929,-0.27952639720524547,-1.815237782,0.565545226,-1.767591781,-1.677512956,-0.4479477581906131,-0.119828515,0.4443653720271718,-0.295352865,0.029076449556342917,1.0714258926246698,-0.4985060337308991,-0.441587531,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1989,Russian,Amur,0.9161665648230082,-0.03443876741553427,0.6695132674168891,0.5783598867754507,-0.1879154617455247,0.5399396064160604,0.25458263215372395,0.8221038817130137,2.188422288077198,-0.5404155945869151,-0.17548478875779744,0.5646046499317374,-0.025372389,0.23927924177518667,-0.4795727445461947,-1.2706390556793947,0.09500705160883241,0.152428411,-0.135018972,0.057002711,-0.11772375,0.607965351,-0.353485567,-0.27952639720524547,-1.767370002,-0.076615386,-1.744482032,-1.673265058,-0.464452825228876,0.417016286,0.4498528155458618,-0.398330638,0.0488766760124274,1.0769542770992062,-0.4244994249018961,-0.403753752,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1990,Russian,Amur,0.9200953913675309,0.9699327968417952,0.7620231597904631,-0.015254850694716954,-0.7378506035161367,1.2080983453758574,-0.34879902506644317,0.8301114402214786,2.2262546296397754,-0.5404155945869151,-0.8819937739221492,0.5653523176335152,-0.000877839,0.24009383937900763,-0.27672481222242273,-1.7873480461997528,-0.7977271496567723,0.275950402,-0.175238698,-0.168431856,0.080757776,0.188668029,-0.363208335,-0.27952639720524547,-1.722831979,0.538011845,-1.686442358,-1.599326285,-0.4710900374872183,-0.04284872,0.4537328820893341,-0.586765563,0.15067605601808037,1.035910222857721,-0.29541456632053553,-0.182641255,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
1991,Russian,Amur,0.8790296996697616,1.0223587000209484,0.740572456136972,-0.0025643978048612557,-0.6686532671033483,1.2024991341162825,-0.563471819282843,0.8309004762333735,1.749720867709579,0.33835171160679794,-0.9687898321002671,0.5666271515638361,-0.043170968,0.24145378960798045,-0.21616741372462173,-1.703013254604291,-0.8866457879958483,0.828204498,-1.303260463,1.797150061,1.648818865,0.882442298,-0.178596187,0.025697072252447193,-1.896693671,1.205411495,-1.849999413,-1.751775162,-0.47441617636649874,0.084507735,0.45760938243832433,-0.424888041,0.10349689142509652,1.077803505312551,-0.16924970007080672,-0.147899289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
1992,Russian,Amur,0.5519158983531331,0.9909577622131935,0.8218955979047781,0.043716273760141845,-0.6871144616537818,1.1586038680445698,-0.5233299235424757,0.7813948567533902,2.2863972455432937,-0.5404155945869151,-0.9599387841216158,0.5670581883497753,-0.391813666,0.2419526026568272,-0.31190769391298667,-1.8384519051182728,-0.7121092226632183,0.865439438,-1.29784553,1.69430956,0.304184183,0.695454442,-0.36420527,-0.2794906006119749,-1.841341882,0.500344555,-1.813272019,-1.734203238,-0.4710900374872183,-0.09323249,0.45954097597111393,-0.593181667,0.044451965986442146,1.0558992309365813,-0.14790462450960637,-0.085203901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1993,Russian,Amur,0.5440034988961997,0.9941900739574268,0.7147654334415517,0.08174112870777556,-0.6613279665681319,1.1304747898851877,-0.5957583233062436,0.7574332119282287,2.2737373888241885,0.39313984817551434,-0.9599761654626434,0.5668205405872274,-0.405315193,0.2417813348128389,-0.38650976160990114,-1.946762677092289,-0.8413922463830055,0.905125037,-1.299195456,1.605161003,1.580713929,-0.164403236,-0.406827891,-0.27881415157967754,-1.819068839,0.051300499,-1.792978372,-1.712955692,-0.464452825228876,-0.288994498,0.45949825212826445,-0.695495169,0.006331451115248413,1.0509281972286297,-0.02069513697794849,0.142609594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1994,Russian,Amur,0.39582638145111243,1.4034008521089278,0.6815708563589404,0.13821155233491692,-0.7459453089781618,1.0619886471450213,-0.453840413756981,0.7151946064858445,2.045825537121758,0.6519590323682862,-0.9599819614799195,0.566668186354775,0.216844329,0.24171236182480135,-0.37511515979853394,-1.9339067566445967,-1.4005680023779803,0.94065996,-1.294643224,1.508784035,1.565314909,-0.330550516,-0.125473657,-0.2766684024066164,-1.884996324,0.952447818,-1.84583113,-1.755326266,-0.46114175556618114,-0.304258845,0.4626351406358918,-0.388314421,0.15307889906482983,1.073157125475101,0.3237293744665563,0.549795979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1995,Russian,Amur,0.4401236262883736,1.4023182024017724,0.7983070272671459,0.1501778519856664,-0.7614770930871426,1.0455038053577783,-0.43920701849172794,0.7163147604679416,1.912521330591667,0.6247670188806693,-0.959986292837737,0.5665720015115335,0.119250022,0.24168287668671903,-0.3707178303521784,-1.9238400803876738,-1.4002747807764993,0.970701339,-1.288445578,1.420557399,1.506076023,-0.341694249,-0.116158749,-0.2716760654283976,-1.775066136,1.053308292,-1.737728879,-1.655153717,-0.464452825228876,-0.251685128,0.46899710569406533,-0.302690315,0.05558269427735454,1.0652616269285957,0.4913557041002814,0.58456369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1996,Russian,Amur,0.4250988829768419,1.4011834687864473,0.751345130733523,0.08171783859569674,-0.7939722588484983,1.0408919574617341,-1.012950334796941,0.7118132741549803,1.284808554993457,0.7185889633828914,-0.9601615018331232,0.5659252924763533,0.278122646,0.24111884426749314,-0.4303083875034246,-2.0139963852554144,-1.3999692591129862,0.999299491,-1.285766304,1.345823614,0.822273509,-0.541954855,0.100232044,-0.26523265670834284,-1.901059939,-0.162083835,-1.872621322,-1.805511923,-0.4710900374872183,-0.369297812,0.47828882544820267,-0.217370942,0.017422836024152198,1.0653330004167267,0.5170858466555441,0.935662929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Russian,Amur,0.3884441799589744,1.399992756691468,0.8038954942587826,0.10238372145025705,-0.8240496251251187,1.0170764359615867,-1.0390641841881916,0.7262411491059267,0.5142644005988892,0.7615169152480663,-0.9603689369275086,0.5651898002460473,0.332896861,0.2404496080361042,-0.4420536548949322,-2.0273479494421975,-1.39965061686714,1.042799537,-1.297042834,1.276253889,0.96224171,-0.733118785,0.049175031,-0.2545667789677283,-1.834673704,-0.041433727,-1.796179442,-1.714722833,-0.48108350831401575,-0.438962668,0.49048882462708837,-0.41653669,0.05497432270966115,1.069470829997581,0.7521612156242559,0.734129049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1998,Russian,Amur,0.13997311681685318,1.3987418488072534,0.7733083712547428,0.11421735800315687,-0.8458081558321062,1.0050973248054138,-1.0309258673140103,0.5430621572755258,0.9512976956103317,0.4046721350182906,-0.9605910888363968,0.5644532922189297,0.171865877,0.2397799142727545,-0.44212694144253883,-2.0274520664143836,-1.3993180468656434,1.132171575,-1.322352724,1.139476736,1.583435221,-1.525835401,-0.223701426,-0.23685757572767946,-1.819077242,-0.17795383,-1.793021125,-1.714523843,-0.49447834141390673,-0.252386097,0.5018364815163694,-0.317956786,0.0277100397801389,1.058775303048745,0.8935336419328289,0.674062046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Russian,Amur,0.11031925247679454,1.3974260468409891,0.7090508925164676,0.10792230004876756,-0.8361056036017995,1.025931916885686,-1.1086568691954992,0.3933088754058621,1.5849082486475703,0.305531346468237,-0.9610215860608945,0.5630758785331836,0.018128183,0.23848736945632235,-0.5117476871150285,-2.13209842598734,-1.3989705385918347,0.920803788,-1.143001757,1.119638755,0.929157802,-1.540963593,-0.50373066,-0.2261704804841501,-1.92731696,-0.113039879,-1.886221813,-1.808274854,-0.5147207933346795,-0.543441774,0.5123080968124053,-0.674275937,0.034183834930122586,1.08126245209737,0.8723157892959251,0.661472427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2000,Russian,Amur,0.17346097809044045,1.3960401198821926,0.6908807053402247,0.10096590894679543,-0.8242635847755517,1.0371558641256398,-1.078652837986364,0.5237940193921703,0.7579700892604226,0.47551842974139674,-0.9614792474858664,0.5612004774773068,0.151430497,0.2366837973213596,-0.5690334533835759,-2.211438120548102,-1.3986070941449806,0.939126635,-1.170851684,1.15670553,1.147931061,-1.104210552,-0.240493218,-0.17753885455196639,-1.900278356,0.158566273,-1.880315969,-1.808955127,-0.5351431422243386,-0.663043919,0.5227678597567731,-0.690031709,0.046320206587365235,1.0725382171470208,0.6216277233432723,0.758305706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Russian,Amur,0.2578344780986156,1.395264844974686,0.6767349767130586,0.12759291767019443,-0.8472800471305496,1.0450536696864563,-1.053951287345813,0.6008750165041319,0.7801852020868107,0.5855795210819088,-0.9619858022490761,0.5593072483553637,0.353147185,0.23486610574814995,-0.5707661549323341,-2.2139460034897285,-1.3998062657251165,1.039202889,-1.303039724,1.301914823,1.184334366,-0.73612256,-0.03857487,-0.13042624617816487,-1.882456422,-0.166194737,-1.852353296,-1.772815307,-0.5626521460363906,0.029199669,0.5331728270007526,-0.454380666,-0.04786260929786731,1.0696044260933917,0.4336574461291933,0.541865764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
