Basin,Country,Year,GDP,Rural population growth,Urban population growth,Employment in agriculture,Unemployment,GDP per capital ,Energy use per capita,Freshwater withdrawals (agriculture),Internet,Food imports,Inflation,Electricity - hydroelectric,Population density,Energy imports,Government effectiveness,Political stability,SPEI,Mean Temperature,Precipitation,Conflict,is_missing__GDP,is_missing__Rural population growth,is_missing__Urban population growth,is_missing__Employment in agriculture,is_missing__Unemployment,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (agriculture),is_missing__Internet,is_missing__Food imports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources,is_missing__Population density,is_missing__Energy imports,is_missing__Government effectiveness,is_missing__Political stability,is_missing__SPEI,is_missing__Mean Temperature,is_missing__Perception
Tigris-Euphrates/ Shatt al Arab,Saudi Arabia,2015,0.839209401,1.938185422,1.744764853,-1.637832158,-0.008517881,0.366951355,2.670791147,-0.229895391,1.316672906,0.479935963,-0.592548355,-1.773663304,-1.618990474,-1.709991201,1.085845391,0.404365834,-0.585007037,0.729772287,-1.689707968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Russian,2022,1.350051198,-1.022211098,-1.742192323,-1.643985906,-0.455813749,-0.737449512,2.243934076,-0.390618524,1.438637012,-0.850710198,-0.243708816,-0.096182327,-1.937819144,-0.924784498,0.135489939,-0.042051679,0.895524752,-1.678773997,0.151482996,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Kura-Araks,Azerbaijan,2003,-1.161651558,-0.158374926,-0.961695376,-0.038391249,0.701886988,2.84798204,0.560101083,0.040508725,-1.131588815,0.212902835,-0.474166964,-0.392272822,-0.02554076,-0.811203273,-0.129063207,0.027499634,1.485983688,-0.482974736,-0.00189504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aral Sea,Uzbekistan,2014,-0.093584702,0.744902872,-0.758639467,-1.13825059,-0.130667576,-0.168407959,0.344680753,0.54191025,0.992660927,-0.246807145,0.01764262,-0.435229568,-0.340649084,-0.415203545,0.201028397,0.838372698,-0.786293524,-0.242032092,-0.960967837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jordan,Israel,2021,0.689990354,-0.062896318,-0.565281372,-1.892199523,-0.200275614,-0.416723399,1.182409397,-1.926812995,1.438125568,-0.156272509,-0.552083426,-1.773663304,1.349013095,0.419328015,2.30923724,-0.181783558,-1.029709031,0.822107696,-1.320316637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Russian,2012,1.334936475,-0.34345704,-1.472902512,-1.568565197,-0.035707539,-0.575837721,2.112182559,-2.154466172,1.291624847,0.297679192,-0.234691259,-0.175724241,-1.941862702,-0.966554143,0.315623713,0.184135462,0.070492996,-1.742506967,0.179256567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Mongolia,1992,-1.934436701,-0.230700735,-1.659881962,0.305449304,0.047379148,-0.444093454,0.600388013,1.482355295,-1.131588815,0.768574623,2.440988536,-1.773663304,-2.947938386,0.050402317,-1.445231284,-1.159364805,0.294210848,-1.549136274,-0.791323741,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0
Indus,Pakistan,2017,0.530860704,0.283392157,-0.432879892,0.043082245,-0.653065034,-1.559370903,-0.867657978,0.827517116,0.518897003,0.221619637,-0.308495647,0.070675554,0.957373693,0.679292792,0.204225967,-1.712969607,-0.001522243,0.766803079,-0.544342024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,2014,0.238863274,-0.504123605,0.356873521,0.267941817,-0.303550819,-0.094386306,-1.704924952,0.141916799,0.443550543,-0.921958871,-0.109911257,-1.459119786,2.406743313,0.202402489,0.047507606,0.090613002,-1.069815935,0.852186655,1.26163897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Salween,Thailand,2007,0.420892669,-1.130039919,0.863100178,0.192222655,-1.454717752,-0.463098857,0.635767204,0.410556648,0.706852029,-1.408528941,-0.473375827,-0.832402717,0.221263434,0.865734596,1.232020977,-0.170412915,1.356029276,0.949205258,0.954624419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2022,-0.824513669,-0.141283084,0.305884566,1.515933933,-1.440176244,0.21365832,-0.168645802,-0.669562074,1.2673467,0.879264016,0.554098282,1.359838194,-0.962573764,-0.700771971,0.24616555,2.114834622,0.895296484,0.97277165,1.452485144,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,1996,0.258543208,-0.301389649,-0.200317053,0.233410027,0.21922062,-0.576122272,0.16689787,-0.604638508,-1.011577817,-0.755457762,1.738693643,0.717606878,-0.212174224,1.2522154,0.827824066,-0.345681346,0.352681779,-0.532313618,0.313903649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Cambodia,2010,-0.875110086,0.29119652,0.434123396,0.783447615,-1.675843493,-0.843376105,-1.275664707,0.830608577,-0.591810041,-0.620597871,-0.315539019,-1.101091893,-0.194520519,-0.659328314,-0.161890794,0.564623656,-0.425522942,1.65169405,1.086886612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maritsa,Turkey,2010,0.888355428,-0.632590676,-0.206070246,-0.756895348,1.131153689,-0.312771772,0.533489578,-0.059928056,1.048638464,-1.467573349,-0.020244135,0.192344074,-0.067094685,1.549454857,1.264526162,0.066920391,1.698037077,-0.065730188,0.415369675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan,West Bank,2023,-0.760831319,0.292923778,0.058912366,1.424469284,0.471362657,-0.450968012,0.303081573,1.464481542,1.41876261,1.952081002,-0.180351117,1.010891295,-1.391726401,-0.482044922,-0.437562366,-1.074241805,0.744717647,0.842451178,-0.671534744,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
Kura-Araks,Armenia,2005,-1.339320122,-0.541579293,-2.147918086,0.66828758,0.927772631,0.765530616,-0.193544677,-1.402544414,0.031316529,0.923455624,-0.672403697,0.312633252,0.066466339,1.423563671,0.753726475,1.086771061,0.87878544,-1.069383809,0.111555451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnaphuli,India,2010,1.21821651,0.207661762,-0.066345724,0.598614799,0.425308906,1.24650381,-0.683720052,0.414154787,0.209336205,-1.641825358,0.148022969,-0.320260713,1.314628384,0.455882427,0.948155606,-0.368792821,-1.029709031,1.073335437,1.673246246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Azerbaijan,1994,-1.97969526,0.82354333,-1.202530423,0.237769004,0.148866431,-1.681384191,0.904256288,-0.901937891,-1.130609793,0.707999076,8.9760191,-0.465888745,-0.102443572,-0.173091201,-1.470472994,-1.485880019,0.690725583,-0.498429218,-0.075742913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Mekong,Cambodia,2011,-0.808569035,0.263880264,0.40535949,0.870768435,-1.793376085,-0.837367223,-1.269088507,0.830608577,-0.220437895,-0.734797675,-0.206645946,-0.898474258,-0.181315039,-0.546058882,-0.061250808,0.800758497,0.556399905,1.516369391,1.454878396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Salween,China,2008,1.651886462,-1.519506855,0.476749642,0.030875149,-0.257545998,1.506731913,0.679379798,-1.50628177,0.768322927,-1.218612058,-0.176795844,-0.116356882,0.286107959,-0.040873,1.097893519,0.574109192,0.722921539,-1.65724575,0.41204353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,2005,-0.160099569,-0.172741208,0.761628536,0.450941109,-0.348409814,-0.423088848,-2.096250794,-0.849343195,-0.984454797,0.501267008,-0.106611428,-1.148549563,2.313697227,0.162746612,-0.113126665,-1.072585043,-0.27132393,0.858940107,1.272178078,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Han,South Korea,1993,0.594772052,-1.810538752,-0.362782188,-1.263558466,-0.76346528,0.991512654,1.370731402,-1.450928661,-0.980136963,-0.921730536,-0.254346309,-1.008531658,1.404821212,1.999845194,-1.209712963,1.237499239,0.212389643,-0.716968547,0.962170524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Kura-Araks,Armenia,1989,1.736872444,1.199749454,-0.069543324,0.011921729,0.503851558,-0.426576095,0.672434568,-0.534668841,-1.131588815,0.681371732,-0.076467524,-0.137092936,0.86203305,0.425603248,0.726435695,0.159254248,0.066492339,-1.065365723,-0.245438194,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Hari / Harirud,Afghanistan,1994,0.984651863,4.530746484,3.853696892,1.433738751,0.457886193,-0.291837508,0.598205914,1.459461052,0.828759573,0.200174031,0.4336628,-0.076766583,-1.178360194,-0.500640705,0.751636142,-0.041466156,1.251900031,-0.712924106,-0.764171556,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Han,North Korea,2018,0.645709893,-0.44195201,-1.180978007,0.460129606,-0.804733272,-0.491185597,-0.352216137,-0.815769455,1.206335751,0.02194461,0.516853244,0.911931055,0.676319584,-0.104449353,-0.880418129,0.757190069,-0.989205813,-0.766496399,0.797797015,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Indus,India,2010,1.21821651,0.207661762,-0.066345724,0.598614799,0.425308906,1.24650381,-0.683720052,0.414154787,0.209336205,-1.641825358,0.148022969,-0.320260713,1.314628384,0.455882427,0.948155606,-0.368792821,-0.836602781,-0.543341647,0.386782995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnaphuli,Bangladesh,2008,-0.038666524,-0.374266062,0.55237807,0.435305586,-0.283332043,-0.378602565,-1.956631448,0.141916799,-0.317268519,0.989066878,-0.002304043,-1.143400482,2.347991707,0.107893924,0.088452158,-0.645510296,-0.76973489,1.20529444,1.536739803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Han,North Korea,1984,1.519344402,0.299182709,-0.598146166,-0.247795101,0.049195713,0.721596632,0.798681198,-0.565517319,-1.131588815,-0.328700718,0.47795905,0.040730936,0.40409727,0.577143275,0.505877769,-0.553768021,0.212389643,-0.937441353,0.798122235,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0
Jordan,Jordan,2013,-0.469140383,-2.187764443,2.250669161,-1.761219223,1.234616118,-0.331050556,0.039325906,-1.819870454,1.067850156,0.868815259,-0.252628397,-1.664439983,-0.114699316,2.296292217,0.903824785,0.438088882,-0.456896535,0.447047043,-0.919734383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2021,-0.737076605,-0.11248899,0.338499287,1.427540444,-1.0600997,0.21365832,-0.306632008,1.072061017,1.2620214,0.762762027,-0.334981602,1.31764423,-0.973846196,-0.675918569,0.224565853,2.022438485,-0.637355722,0.994548996,1.311722825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2010,-1.170659787,0.015010094,0.487159738,1.608721203,-1.712982691,-0.227830835,-0.950526028,0.92820561,0.174603749,0.154253226,-0.17305213,1.705732267,-1.102774019,-0.145393003,-0.057184773,0.827615769,-0.618975206,1.058827624,1.340038017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Pakistan,2011,0.364588451,0.776089081,0.091524238,0.223823076,-1.661360608,-1.76290933,-0.957714825,0.827517116,0.241919683,0.241641114,0.144717465,0.373454016,0.869893909,0.282258725,-0.017972826,-2.209258056,1.151088937,0.703310591,-0.4906663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Nepal,2011,-0.676566171,-0.336877476,-0.13873329,1.396050121,0.943513141,-0.186225371,-1.069331281,1.369056435,0.301568689,0.536219177,0.014738979,1.700873906,0.567134336,0.083199809,-0.114833184,-0.535124843,0.626422534,-2.056717573,-0.535328681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Mongolia,2023,-0.703050053,0.147717017,-0.674954824,-0.637034866,-0.031230996,0.542394957,0.303081573,1.466890601,1.39905191,0.038423405,0.07111759,1.033329005,-0.654377861,-0.493535559,0.386381247,1.878439321,-1.037627213,-1.522018098,-0.725410713,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
Salween,China,1992,0.632627926,-0.361401569,1.099628619,0.96752884,-0.943277464,1.189381028,-0.265309455,-0.601868564,-1.131588815,-1.178615024,-0.149214493,-0.084935681,0.170078753,-0.240690132,-1.135491478,0.631995327,0.186960851,-1.709950518,0.130129409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Mekong,China,1998,1.013348451,-0.665029346,0.7747036,0.536350132,-0.645123552,0.672272738,-0.091705574,-1.129096703,-1.025306977,-1.21601597,-0.980394913,-0.073817938,0.227718158,-0.199687687,0.69088812,0.693018509,0.539472902,-1.010533983,0.55897345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Afghanistan,2022,-0.853416115,0.246536169,-0.061883772,0.327857261,1.438205474,-1.515450153,0.212819094,1.461877286,0.630655279,-0.855928322,0.222714942,0.994543662,-0.433273199,-0.45734476,-1.186098089,-1.890815908,-2.08686746,0.287162805,-1.465702629,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,1990,0.179600828,-1.112303335,0.894869784,0.694632633,-0.405360649,-0.576367225,-0.02359218,0.356837162,-1.131588815,-0.359269801,1.409769218,0.657670277,-0.299197009,1.066246829,-1.069217628,0.575968132,-0.762811795,-0.581377704,-0.179296435,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Salween,Thailand,2022,0.695237914,-1.256466804,-0.805643029,-0.423912215,-1.580562008,-0.180460566,0.84476158,0.347062717,1.426191681,-0.74895731,-1.257619138,-1.049598071,0.281689432,1.157357623,1.055095636,0.693938615,1.507504724,0.976091386,0.925770238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Iran,1994,-0.145397657,-1.486309166,-0.643691433,-0.72287816,0.913207269,-0.726476569,0.637322604,0.545459965,-1.131309331,0.582346781,0.795767735,-0.554185264,-0.847658456,-1.425705344,-1.086866811,0.546256147,0.053625151,0.109119965,-0.221874512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Indus,India,2016,1.350051198,-0.012131017,-0.160657188,0.211175356,0.415448896,0.096416646,-0.489205915,0.414154787,0.609609503,-0.850710198,-0.243708816,-0.518276753,1.391429776,0.636056313,0.981350662,0.012692165,1.019181009,-0.442605211,0.320591754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maritsa,Bulgaria,1993,-0.983495652,-1.324266143,-1.926284886,-1.182042296,1.724616698,-1.685094968,1.260595533,-2.13807363,-1.129987568,0.877399164,1.621843104,-0.886679159,-0.255316103,1.235985326,-1.442508545,-1.516503085,-1.150332787,-0.546365959,-0.182872982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Han,South Korea,1991,0.520526143,-2.379613399,-0.10654839,-1.120522668,-0.929566907,1.419788992,1.090022659,-1.33882137,-1.100768217,-0.918817584,0.020210726,-0.98321065,1.384444182,1.812948453,-1.059855801,0.413159827,1.341122169,-0.69530209,0.883774527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,2015,0.933898332,-0.754776789,-0.385312666,-0.920402227,0.89024482,-0.139690643,0.695149661,0.032005646,1.193496398,-0.924351469,-0.070052179,0.231816998,-0.007909839,1.790006993,1.135568018,-0.629867357,0.074834913,-0.442882802,0.142145491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,2022,0.954725103,-0.931148133,-0.691818772,-1.155141174,0.915904817,0.678732289,0.834146911,-0.146949264,1.401286804,-0.795702978,1.612718851,0.033550268,0.065662322,1.574155402,0.689925728,-0.073571702,-1.816029349,-0.398848394,-0.016285887,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2010,-1.170659787,0.015010094,0.487159738,1.608721203,-1.712982691,-0.227830835,-0.950526028,0.92820561,0.174603749,0.154253226,-0.17305213,1.705732267,-1.102774019,-0.145393003,-0.057184773,0.827615769,-0.618975206,1.058827624,1.340038017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Afghanistan,2012,-0.712278822,1.868066102,1.416422471,0.567774827,0.464349096,0.416873998,-1.458651271,1.373819756,0.049766985,-1.372002668,-0.143720921,1.374375398,-0.671022209,-0.468245389,-0.622863545,-1.738977159,0.312023227,-0.805144634,-0.416276815,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Mekong,China,2006,1.433903632,-1.429692997,0.628058092,0.179571109,-0.299811532,1.235027525,0.568082397,-1.466680341,0.379875786,-1.77365846,-0.538046381,-0.196429737,0.276719151,-0.07549587,0.952768694,0.51771775,-0.332203982,-0.978141129,0.479647095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Mongolia,2021,-0.829795912,0.394703574,-0.505323373,-0.59767372,0.443568227,0.879617775,0.888524606,-1.797927662,1.391137865,0.510733195,-0.088475202,-1.472614451,-2.755917553,-1.247614491,0.337319432,2.014486267,1.02215563,-1.46944847,-0.54065455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,1997,0.075649623,0.685133721,-0.065607668,-1.812478971,0.800121157,-0.163751515,1.395652298,-1.47801406,-0.054958519,-0.60865249,0.001268245,-1.747248937,0.889111659,2.350157491,-1.488470061,-1.741495599,0.106679118,0.570597243,-1.055135605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Helmand,Iran,2023,0.607766366,-0.805585903,-0.55746615,-1.222593279,0.679548528,1.132428333,0.079806433,0.866392429,1.379576002,1.05001485,1.104076351,1.028532288,-0.518382352,-0.297720596,-0.228612272,-0.868676914,-1.083713322,0.783708546,-2.044878638,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
Jordan,Leabanon,2018,-0.26361706,-2.916106854,-3.38655946,-1.755804643,0.959939674,-0.823083637,0.521803578,-2.068196566,1.387126093,0.874102744,-0.166920711,-1.353102192,1.649454043,2.368903621,0.160564227,-0.781581516,-1.029709031,0.009168793,0.553788727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Iran,1989,0.07930617,0.653277615,0.761969451,0.976992775,0.581492887,-0.75598558,0.271215463,1.454090431,-1.131588815,-0.551070458,0.534994013,0.395384777,-0.913536105,-1.264531658,-0.626794374,0.096544932,-0.827903526,0.440394936,-2.005373311,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0
Ili/ Kunes He,Kazakhstan,2006,-0.092725848,0.041325477,-1.068666613,-0.3688112,0.4517876,0.542444985,1.734534677,-1.520137301,-0.195783837,-0.64599916,-0.011896677,-0.438583365,-2.192933938,-1.207551826,0.380244997,1.41625768,-0.760652642,-0.85493122,-0.609981636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrawaddy,China,2010,1.770679823,-1.620129726,0.364516129,-0.112816938,-0.27329564,2.002233442,0.870430713,-1.536584182,0.975755012,-1.262175634,-0.384391387,-0.103306309,0.295010819,0.065857926,1.015351787,0.377127989,-1.450211187,-0.199756222,1.143182848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,2018,-0.678135088,-0.130797705,0.235597095,-1.130753787,1.358134089,0.469699945,-0.628600257,0.112888997,0.968525999,0.6152552,-0.628028147,-1.083698897,0.034517976,1.37629281,-0.987717568,-2.120866346,-2.029527205,0.734977653,-0.643408031,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Aral Sea,Kyrgystan,2011,-1.2336849,0.452246822,-0.691878421,-0.270737473,-0.723084284,-0.465856604,-0.545431008,0.673154327,0.63940755,0.814739413,0.33838419,1.615902371,-1.061543971,0.978167654,0.202503743,-0.152612847,-0.01308999,-1.53521749,-0.16988371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,India,2005,0.9114749,0.32829977,0.061722908,0.795082326,0.405937138,0.964470274,-0.950526954,0.466875292,-0.336969124,-1.701095389,-0.295937905,-0.193599967,1.241794286,0.322905534,0.802539989,-0.051522536,-0.659320767,1.071012593,0.660141562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Russian,1998,0.433887313,-0.448174085,-1.788691981,-1.352431378,1.326164475,-1.723129809,1.806506517,-2.154370545,-0.73404364,1.41768105,0.694036289,-0.010464764,-1.922027434,-0.787146896,0.173124861,-0.142654371,-0.174113446,-1.721769508,-0.025250995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrak,Turkmenistan ,1992,-1.531529647,1.078631517,-0.370754877,0.008724008,-1.301133278,0.21365832,1.281783237,1.46424142,-1.131588815,1.793155884,0.482248581,-1.765077763,-1.970248056,-3.0546536,-1.452161153,-1.528612206,1.682206407,0.030950331,-0.598406857,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
Indus,Pakistan,2018,0.552027654,0.391712839,-0.27576828,-0.077342632,-0.394546889,-1.471387998,-0.874221548,0.827517116,0.57131314,-0.051785093,-0.234456564,0.070618113,0.972956016,0.587703058,0.168556487,-1.541304123,-1.121954702,0.789841786,-0.829769847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ili/ Kunes He,China,2013,1.961128753,-1.514840551,0.234429862,-0.375491712,-0.254932515,1.9807061,1.018755965,-1.455485268,1.116876579,-1.005169982,-0.435574046,-0.1155837,0.312201931,0.149840715,0.907097315,0.51320107,-0.206917553,-1.421636278,-0.463178972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrawaddy,China,1991,0.58588472,-0.256031654,1.210589958,1.026983145,-0.943277464,0.738289319,-0.290968793,-0.461568505,-1.131588815,1.952640346,-0.351493165,-0.045491537,0.159070724,-0.2526427,-1.299383288,0.696414912,0.995170578,-0.281795071,1.110427237,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Aral Sea,Afghanistan,1992,0.907373393,4.394354342,3.706966745,1.435206523,0.493595404,0.29892399,0.821445295,1.469226484,0.591212766,-0.680652564,0.513765168,-0.036837235,-1.333734285,0.506496337,0.879831404,0.041693362,2.249520883,-1.067152947,-0.221199786,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Aral Sea,Afghanistan,1993,1.37606586,6.551925597,6.000188255,1.432681617,0.470416067,-0.38896093,0.905156137,1.464454221,0.506727399,-0.917566898,0.801990529,0.097731642,-1.243320644,0.730180193,0.652937041,0.093915989,1.392644172,-1.077578869,-0.172701327,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Jordan,Israel,1993,-0.098985945,0.575658068,0.059209866,-1.755229772,1.254400342,0.012667921,1.282820679,-1.326912315,-0.904784928,-0.683903488,0.098822336,-1.736961733,0.790547828,2.391994259,-1.488470061,-1.741495599,0.582376482,0.602494026,-1.317348671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Salween,Myanmar,1990,-1.719137704,0.404671213,-0.288183735,0.476539243,-0.767496694,0.21365832,-1.494864866,1.095032968,-1.131588815,1.423071608,0.374939399,0.843717135,-0.451045259,-0.20316315,-0.950238925,0.782472255,-0.107644229,0.815336321,1.047961005,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,1992,-0.505866948,0.492514077,0.588933453,1.244169057,-0.994592521,-1.443064715,-2.479211623,-0.815769455,-1.131588815,0.983700518,-0.345019585,-0.564270628,2.080956713,0.076684052,-0.986489046,0.807011491,0.004562957,0.810820277,1.165499397,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Asi/ Orontes,Turkey,1997,0.279659875,-0.343408698,-0.247645165,0.13375931,0.263442907,-0.509187368,0.20809711,-0.485043088,-0.870085732,-1.017731634,1.816463282,0.614830751,-0.199626675,1.244361066,-1.091194056,0.876681001,0.212389643,0.039556741,0.45096387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mekong,Viet Nam,1992,-1.025219969,0.55631383,0.729602754,1.695712009,-1.042706221,0.21365832,-1.457556808,0.586553534,-1.131588815,1.159823948,0.11071977,1.336941087,0.651448736,-0.402795243,-1.012842067,0.797539854,-0.743070875,0.746610017,1.146966355,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
Mekong,Lao People's Democratic Republic,2013,-0.938377058,-0.052480985,0.413710843,1.395054013,-1.187427901,0.153201346,-0.893886315,1.054772822,0.468578166,-1.408701174,-0.148112712,1.705312079,-1.069037623,-0.311679069,0.091210804,1.247481212,0.444973857,0.970184648,1.421870663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salween,Thailand,1996,0.263325997,0.310127506,-0.455305332,0.646406223,-1.51060981,1.575161407,0.263003985,0.333736861,-1.057349136,-1.420482075,-0.184706857,-0.621249381,0.119526175,1.030576288,1.114020826,1.72722986,1.310586641,0.939439386,1.015609646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Iraq,2022,0.458753526,0.513476425,-0.032518083,-1.521336191,1.617231731,-0.604411624,0.504220241,-0.80589585,1.374271216,-0.711421916,-0.240378048,-1.290153427,-0.008921295,-2.422978498,-0.541616191,-1.727862284,-2.003961018,1.127070869,-1.333050135,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
